,PC1,PC2,PC3,PC4,PC5,PC6
0,-1.127377600765855,0.8402156093437999,1.2852684176794322,-0.7682890613837645,1.7995138128650288,-1.254670576510512
1,-0.7744276583254076,0.6498448010031666,-0.37417366556585957,0.967597459132315,0.331380148378426,0.09303219198616253
2,-1.5257606592694608,0.8526820290678685,0.023585429908151895,1.0971211629162834,-1.3611745985014392,0.5024431198036851
3,-1.4575669039861028,1.4035075503542769,-0.9183513429045329,-0.06126163614534808,-0.346847212517608,-1.3686977715679447
4,-2.3512061413865832,-1.733888771565132,-0.13733979518074912,0.3429315857316244,-1.4793577613697353,0.6020911407690556
5,-1.2595210634663783,1.21955887965095,0.6648896865729204,-0.23107745934727258,0.31119348709906924,0.18676148472959805
6,-1.1078156823438765,0.5843749159298692,-0.1975364990517943,-1.190423301260789,-1.1127177295033344,0.05310387743509619
7,-0.8830412323666731,-0.9508302281442838,0.6995979190692487,1.0577014412951489,1.9610400677160598,3.505652978162401
8,-1.6601577560560747,-0.29127767947246364,0.841118924198113,-1.4817099756899847,0.1787386752013822,0.7917377514499747
9,-0.7840991399786179,2.722853412295017,0.5944684274805887,-1.1488475325860166,0.5755169158219676,1.0657513223898278
10,-1.4129882688454813,1.1396940628557677,-0.8110089744544619,0.14091879882522174,1.361072196742647,2.061409972314005
11,2.0053776159335355,0.9708823200123731,0.16405757810335492,-2.139728169238943,-0.8517994438939792,2.249874601854337
12,-1.9355478243296407,-0.5520598182406301,-1.5703111034262602,-1.2406175407357933,0.23959601007287956,-0.20378115489649962
13,-1.9878591134423842,-0.3653485926631328,0.7532973753348097,0.2610992136867063,-0.2541642229462043,-0.3124773325505638
14,-1.4293034483055973,1.8489086036352735,-0.9757989490059289,0.11539237924060057,-0.1289305512908249,-0.678757679218321
15,-1.837006735466193,0.02611564888334117,1.7190351784126583,0.3905002892869598,1.3570197772572534,-1.9752748904691977
16,-1.749307703754282,0.1487694840633374,-2.013116894383142,-0.22790911378908094,-0.8088213752279123,-0.5192945987279445
17,-1.0022338062004843,2.2706983557687934,-0.12274554860063419,-1.7276829519010555,1.7206409139514902,0.4517329251249351
18,-0.7546882057442248,1.6161709002358755,-0.07501887059554001,-1.360066799974402,1.0783327924161605,-0.8392081672075576
19,-0.7906050748658522,1.9941265647060304,-0.4406533583801264,-0.8118640609145713,-0.8120178893928673,1.5788582754097522
20,-1.477083717754097,-0.0887198945596589,0.02014577032166112,0.4835401950505917,-0.2502100723094619,2.058993638588565
21,-1.5213006658867196,-0.7240125002693789,0.5808479725111846,0.3786417439835422,0.750995609723307,-0.6775681000234762
22,-1.1416186234590562,0.29285212767380636,0.1930300740449562,0.001478923140434058,0.40553668357124745,1.1312932025806821
23,-1.0769317622915715,-0.748083418072355,-1.1804939150428855,-0.7146030195278252,-0.8701353922603378,-0.2628218899861863
24,-0.7270048602114024,2.4967117681544364,-0.4288260271460135,-0.6924397605312375,0.5472603667013696,-1.1753402023482475
25,-1.5610275483622338,-0.3137151942286507,0.8013687529683289,-0.24708715733624606,0.8822331040257931,-0.09585941182236878
26,-0.6358485742068999,0.7599619866513683,-0.259669023162906,1.7217754769476303,-0.4369787677197876,-1.3584830455413488
27,-0.7540749144494601,1.2619511313371687,1.3124711261781403,-0.4684092383158394,-0.1769602700666099,0.21562331472915297
28,-1.3109605695208282,0.13981830951270702,-0.11159185592618806,0.783567002038985,1.0232006923212624,2.306962872023404
29,-1.857729272028893,-0.6815486826107711,0.21068960287037442,1.5377252229292886,0.03177398043708119,-0.38214444355691934
30,-0.9865800130127738,-0.6331483237525299,-0.38083593027165175,-1.1048309818696889,-1.0402580534807888,-0.8440691896873912
31,-1.1402205465891342,1.340723580053621,-0.7089776260302021,0.25914893988056587,-0.637054099836652,0.5867502557484422
32,-0.8847121022514033,1.6277575949689507,1.0740515707439815,0.7282606452005363,-1.0323445221593923,-0.8733617083135755
33,-1.215169792701399,0.5258287768643294,-0.6190609067771017,0.14391139491631202,-1.0546642796654884,-1.3420743760638516
34,-1.3372173136586765,-0.1272870813102578,1.5654094783350994,-1.326577291253237,-2.661351174189676,0.6308369249463599
35,-1.2207983520417034,-0.09509735359036059,1.3882636751661808,-1.0822740000008955,-1.054211458136294,2.0734217001352673
36,-1.3328822342897797,0.8570142297126959,0.4692077359181433,0.23979912580826399,-0.559605080745144,1.241083281555709
37,-1.192475078265101,1.4208432154963353,-0.7255243312236248,1.7081551213396644,0.46927026210635386,-0.6379511080355907
38,-0.863771865981511,1.675485765748167,1.2278483763967487,0.18719080633344554,-0.0170515124002662,-0.6391270704279144
39,-1.2487151160364343,-0.04189685492870315,-0.6681728902968435,-1.3514303268231815,-0.07305623200032431,-0.0588693077673659
40,-1.238213273446786,-0.6832773304681383,0.6281710205361586,0.0866298906894157,-1.986839137377387,0.5006927138258237
41,-0.9510439050451825,-0.8151857014229342,-1.7220251501317836,-0.26032290621030835,0.10870719818167446,-1.0280609825427238
42,-1.669419106422478,-1.6609841703288974,0.5036218336555895,1.5284493121824292,-0.7097687909547643,-2.818700600039734
43,-1.1298971660241806,0.5671317480136003,0.1732578140800322,2.3765994761680096,1.3871158714049934,2.454869276596579
44,-1.7066534469451198,0.24743596661222572,0.5868366515213755,-0.24899933224823143,0.10871782985695892,0.32346415597259404
45,-1.2569447044376882,-0.13526477045485213,-0.2928280087948353,0.6997077030036498,0.11961678319729922,0.6893032747629498
46,-0.4077777775356199,0.08182593425317425,0.596432071039217,-0.151002066703567,0.36372518541783827,-1.1051344451346816
47,-1.5241608027618279,-1.0752902175058638,-0.0821778891391368,-1.615285204411609,2.803576882677486,-1.3638996412275235
48,-1.3350550893752013,0.45864800539162137,0.6637850766828118,0.5650814058543642,1.1060193472868194,-0.09974124728145063
49,-0.348096265912874,1.4768713778317073,-1.711622014346767,0.24979958334969793,-0.6408464082045404,-0.14102841673614927
50,-1.4669589833098637,0.0627490570063764,0.17938869702874488,-0.4977383534572313,-0.34743089108030023,-0.4424263822314002
51,-0.999761138146335,1.8126974679243666,-1.1833600271423865,-0.7089301926331504,-1.404874932851012,-0.003708796926434211
52,-1.071759448200316,2.356269755720131,-0.4729923941014164,-0.6152242560080844,0.7758806695706972,0.8376022682026757
53,-1.095239807268852,0.6506537841870226,-0.1060895862433976,1.0684529197223023,-0.587551815626083,-0.5651544351541422
54,-0.8003089097504663,-0.5597257806884282,-1.3360421080249707,-0.36780726350845044,-0.20427350712308143,-1.0401372229506136
55,-1.1437864921561418,0.3387338059896425,-0.6539373024317388,-0.5667576001479474,0.4044173061395919,-0.26314600660368276
56,-0.9061596477904482,-0.7754438573674742,-0.11516638580944516,-1.1724726405396904,-0.3895144863561826,-0.30911012460531373
57,-1.1014283108014107,0.5939958583433416,-0.06572962330955437,0.037969373690041004,0.12118130559977798,1.3587427852166893
58,-0.397436981141078,0.989753456484353,-1.338001736201895,0.8774544859710601,0.728376553892718,-1.6469351311002944
59,-1.6076576610136208,0.17975572965263753,1.0612601551013996,0.3558472347138502,1.4677969476794495,-1.2239807020482036
60,-1.0524345076606072,1.018996473339389,0.40828883854624076,3.852381369926837,0.922319901284967,0.8810105232464605
61,-1.4238827381790893,0.42205745678262985,-0.4044803260670128,0.7562816489768738,-1.6033647833140718,-1.1340315491847184
62,-0.40522662698943185,-0.6377946548765561,-0.8284987848394879,-0.6383894237870209,0.5126369898094166,1.1288648997638009
63,-0.2855432155540408,0.9104887304832017,0.6271171180968511,-0.7083127991482957,-0.5563792100525937,0.846724599418667
64,-1.5598025187185907,0.10852105745501478,1.2634386385956229,-0.7230425274929442,2.2134560640604763,-1.4484501593473098
65,-1.9334216083315905,-0.7035353156504509,2.8135628368361534,-1.0991101940559505,-1.178136892597203,1.3910654785994516
66,-1.8969784942409444,-1.1835288611326495,0.1385563997985309,-1.1586894583683052,-1.762003925127837,-0.3417066265069368
67,-0.37802607866006754,2.5017688669443947,0.528122570079575,1.7510509330998334,0.7788845473611316,2.011109447872929
68,-0.940796068883405,-0.9414339047901916,0.21868178605241578,1.0184805301645095,-0.03487979722217032,1.1539407402763509
69,-1.7303912980540777,-0.12965677998195774,-0.7905881544484902,0.8906026016728456,-0.31970476095826933,-0.24959097497496882
70,-1.2716694818539755,-0.07023318063992512,0.12201869552153005,0.3847710992545333,-0.6007463746678514,0.0811873143162376
71,-0.8498382801539648,-0.776929933149581,-0.6942024793620665,-0.0033389470296118304,-0.19177610165269865,1.4242004123299372
72,-1.5318035385789288,-0.39260974308467433,2.94460091807332,-1.7505869083330563,0.6585735160793341,-1.2146425276289932
73,-1.517512845548902,-0.5162639096401119,-0.21393489547336397,0.21611260154636533,0.6713382161665546,-0.18006578731329798
74,-0.5687187876575901,3.227507779024387,-0.8359091008184167,0.07688201130266065,0.5718128267938697,0.31300670614527254
75,-1.3084793367092966,0.3533037102468129,1.0968179775377713,-0.2719332060523605,-0.790549301852826,-0.02126059869985993
76,-0.8224465950841422,1.7864582550958463,0.34390286979049106,-1.0734629090904197,0.8257993304968585,1.0164266565527216
77,-0.47127138912926053,-0.38344439991731066,0.17032791378318737,0.03168740200504304,0.8336764215997888,0.9808631835082767
78,-1.675098289996157,-0.40499179853757616,-0.46732108619135726,-0.7485008364393122,0.4730752521675648,-1.1456485210127472
79,-1.1991009513854005,-0.14192152640057054,0.5728697767810856,0.847043514366468,2.833619551457547,-2.1893311678505363
80,-1.8222288520166918,-1.967428891829626,1.176358768418151,-0.06510116090180741,-1.7027100535933724,0.19730827058389547
81,-0.6544790661319525,-0.578788762897569,2.808841431664203,-1.9566087559906244,-0.4343386534902139,-1.408573852061272
82,-1.9935021802483255,-1.714308856206133,-0.7354761211472055,-0.025028369386735104,0.8799624120538265,0.16396265433195367
83,-1.4972202971386468,1.2156390345917112,0.5618226388733862,2.0064847034498103,0.08007010523252343,0.023350446197731897
84,-1.6220938724668954,-0.4541770043719381,1.504962339787227,-1.6659001880099311,-1.0348100941165146,-0.6599422178523122
85,-1.6611718032023692,-2.0295394318376845,-0.43854826708264855,-0.25426227117663813,-0.028932573049488763,-1.6352142047132372
86,-1.3698592673354932,-0.4929989498117246,-1.3842671553471038,-0.9144890545335429,0.3194436836679658,-0.5288858823305626
87,1.9185543629275974,0.5931444596511751,-0.8533150328843818,-0.860013193009939,-0.2465777968436401,-0.6756660012303479
88,-1.0685294468536464,0.7355482806145746,1.068087689678833,0.20516678897201526,0.7905065400955898,0.4024480890176801
89,-1.1735854977424724,1.5712559351658462,0.2179177166812476,1.392065697015026,-0.8788979935087257,1.2907335025536235
90,-1.3452156887853193,1.5238002902391827,-2.537725204931383,-0.16907382598501558,0.627194832600284,0.018885023124585384
91,-1.22509796889029,1.8902975609899149,0.44611193949620565,0.03342954715475838,0.05743440399905754,-0.13571479303867037
92,-1.5997971667217166,-1.0838275235101336,1.8165113379405913,-2.4977231095624077,0.22119870111777196,0.40684130961043824
93,-1.7359248251451544,-0.49629505804483764,-0.34582987627442696,0.10374983230131357,-0.5027514827277739,-1.6570625259881977
94,-0.6716408778201506,3.1208161094645472,-0.517469038981098,2.4178641689493485,-1.1053196942446812,0.4018299481277648
95,-0.892413584471969,2.0250301415182324,-0.16383670339598205,1.5285591026613485,1.247083955522185,-1.8991856567524499
96,-0.32369732125441264,0.919617039503608,-0.427120234269326,-0.2554617260997354,0.3080637210017935,-0.5122581025870983
97,-1.8642928362228441,-0.5638003102587013,0.1688455889372264,0.5028409752841799,-1.4104361818514057,-0.14444147134465207
98,-0.328247178964631,0.9543998964246008,-0.26033237066526915,0.4096577745840895,1.1744416240699098,-1.7068976540414837
99,1.1878584051068048,-1.3199696046259308,-0.8972916943596924,-1.0349599963218648,-0.7913769170633344,0.9274238115629957
100,-0.7405280655596659,-0.09529774942841968,-0.05912706436624459,-0.5573306550678677,-0.24703702383688955,-1.153368805990744
101,-0.8313469315583819,2.225773105944199,1.1593843421846595,0.3038863331157323,-1.3178971128090993,-0.5419196069297341
102,-1.658061982792019,-0.04905233334364134,-0.19320934468864998,0.8683538747525149,-0.15545817882442478,0.21655693785327593
103,-1.3438064644385845,-0.25796363239375086,-0.7959608797819596,-0.3605768305940334,-2.4046514059199855,-0.46463132078660113
104,-1.4564856199556417,0.43717536998160456,-0.30505416308470246,-1.8633234498631495,-0.5046286573438187,0.1972031934443252
105,-0.6681905873682549,-0.9994520060421195,1.6014990717103854,-0.13365140725046445,-1.5178492262580807,-0.04838353585102018
